0,735,81
0,717,29
0,507,36
0,376,13
0,580,77
0,928,5
0,25,8
0,495,45
0,612,72
0,222,22
0,265,64
0,443,92
0,977,67
0,432,73
0,393,78
0,975,32
0,168,65
0,226,85
0,920,41
0,613,68
0,933,81
0,351,84
0,803,19
0,203,45
0,813,66
0,121,73
0,176,54
0,309,95
0,478,30
0,405,23
0,287,96
0,441,16
0,763,60
0,197,28
0,328,14
0,907,95
0,588,56
0,829,9
0,932,6
0,415,20
0,753,24
0,590,79
0,190,30
0,459,22
0,449,88
0,456,52
0,669,68
0,922,34
0,326,72
0,497,97
0,233,18
0,566,96
0,870,66
0,930,45
0,617,89
0,894,96
0,882,7
0,11,74
0,180,26
0,504,97
0,363,45
0,440,12
0,280,17
0,244,29
0,730,61
0,579,61
0,856,55
0,214,6
0,401,1
0,87,21
0,984,10
0,941,98
0,797,13
0,626,55
0,138,63
0,534,77
0,384,71
0,482,41
0,234,39
0,291,89
0,772,48
0,818,23
0,556,10
0,657,46
0,728,72
0,378,92
0,852,62
0,957,7
0,750,97
0,1,84
1,609,7
1,881,32
1,56,84
1,461,8
1,319,82
1,238,81
1,787,72
1,496,13
1,939,11
1,951,51
1,927,70
1,769,87
1,25,38
1,606,13
1,608,69
1,454,1
1,806,23
1,816,94
1,97,61
1,504,97
1,781,27
1,794,1
1,506,62
1,159,66
1,515,64
1,523,1
1,367,13
1,760,51
1,888,49
1,243,32
1,835,68
1,274,10
1,153,35
1,363,46
1,46,82
1,130,97
1,102,95
1,717,62
1,295,61
1,872,47
1,335,8
1,92,67
1,899,94
1,539,99
1,627,17
1,209,57
1,249,14
1,589,90
1,223,73
1,478,26
1,483,28
1,152,65
1,583,49
1,678,71
1,943,51
1,640,17
1,165,19
1,565,79
1,944,35
1,393,99
1,474,85
1,593,99
1,545,64
1,81,65
1,59,73
1,241,57
1,304,93
1,970,79
1,323,19
1,43,67
1,24,52
1,851,71
1,55,58
1,621,10
1,329,11
1,592,45
1,385,42
1,379,44
1,753,36
1,715,96
1,748,76
1,124,31
1,519,51
1,15,57
1,906,64
1,514,23
1,182,68
1,822,23
1,758,28
1,154,34
1,976,23
1,184,83
1,405,76
1,371,47
1,637,76
1,556,70
1,453,14
1,183,67
1,473,80
1,0,78
1,2,87
2,221,20
2,456,69
2,638,20
2,771,29
2,702,57
2,88,1
2,193,83
2,58,14
2,623,67
2,683,80
2,163,93
2,356,69
2,538,91
2,429,51
2,219,5
2,188,32
2,618,47
2,470,35
2,451,97
2,205,13
2,164,14
2,17,27
2,931,65
2,724,82
2,555,40
2,409,14
2,113,98
2,903,44
2,699,4
2,792,66
2,960,49
2,857,28
2,128,80
2,608,59
2,434,4
2,700,100
2,823,86
2,688,36
2,204,46
2,626,79
2,873,32
2,569,100
2,561,27
2,350,89
2,140,15
2,214,55
2,619,38
2,728,99
2,114,14
2,959,65
2,252,28
2,82,29
2,698,67
2,196,12
2,314,80
2,267,91
2,225,53
2,811,27
2,9,39
2,614,98
2,784,41
2,226,55
2,235,87
2,611,55
2,20,82
2,553,50
2,93,17
2,90,65
2,877,91
2,484,80
2,328,84
2,663,14
2,260,36
2,496,22
2,431,90
2,313,74
2,422,16
2,774,71
2,6,21
2,625,46
2,500,23
2,934,65
2,718,27
2,565,61
2,721,51
2,916,82
2,433,18
2,978,19
2,705,21
2,110,76
2,812,28
2,995,28
2,964,40
2,389,54
2,773,22
2,634,24
2,998,78
2,70,75
2,273,33
2,659,83
2,680,13
2,1,94
2,3,16
3,608,11
3,656,77
3,274,56
3,657,68
3,873,6
3,764,98
3,794,23
3,840,18
3,671,83
3,387,65
3,398,53
3,677,64
3,772,43
3,289,61
3,737,31
3,229,69
3,241,67
3,959,64
3,669,95
3,138,60
3,539,59
3,487,20
3,630,16
3,540,40
3,520,32
3,165,48
3,418,99
3,859,92
3,831,4
3,278,60
3,729,69
3,523,89
3,642,19
3,594,81
3,804,58
3,61,43
3,574,33
3,531,49
3,767,71
3,210,43
3,835,47
3,827,62
3,84,58
3,560,48
3,754,92
3,133,57
3,850,20
3,236,28
3,48,94
3,936,40
3,951,63
3,839,47
3,592,48
3,744,93
3,381,82
3,699,16
3,220,88
3,621,42
3,308,59
3,18,22
3,6,70
3,654,99
3,390,14
3,749,18
3,555,27
3,464,63
3,868,75
3,668,8
3,292,99
3,819,71
3,895,40
3,212,10
3,739,92
3,601,8
3,843,27
3,797,96
3,356,33
3,548,52
3,653,99
3,904,7
3,327,54
3,525,95
3,939,4
3,186,19
3,618,100
3,170,10
3,874,29
3,532,51
3,588,83
3,23,95
3,439,42
3,187,47
3,118,92
3,789,51
3,443,21
3,424,43
3,10,23
3,235,98
3,339,30
3,518,51
3,852,42
3,485,45
3,393,50
3,422,89
3,696,55
3,482,55
3,228,86
3,223,42
3,493,52
3,921,37
3,841,85
3,303,25
3,681,53
3,72,93
3,603,41
3,440,65
3,2,87
3,4,36
4,839,84
4,763,76
4,238,22
4,540,70
4,658,26
4,75,52
4,218,86
4,402,94
4,544,4
4,157,48
4,27,22
4,281,4
4,171,99
4,700,96
4,648,44
4,874,24
4,833,77
4,830,70
4,271,52
4,323,67
4,29,15
4,203,17
4,708,99
4,798,94
4,549,45
4,631,18
4,615,31
4,858,11
4,970,69
4,22,43
4,141,32
4,37,2
4,318,39
4,84,28
4,485,45
4,731,87
4,164,12
4,722,89
4,108,71
4,349,46
4,435,74
4,589,50
4,606,41
4,54,35
4,406,59
4,10,15
4,765,55
4,913,83
4,364,62
4,420,3
4,582,94
4,904,24
4,139,61
4,941,89
4,581,97
4,396,21
4,383,53
4,517,24
4,907,58
4,906,100
4,857,57
4,871,48
4,651,37
4,565,18
4,670,12
4,377,15
4,196,89
4,16,53
4,146,77
4,908,97
4,591,96
4,53,62
4,197,49
4,512,64
4,650,99
4,569,28
4,764,20
4,94,66
4,70,57
4,174,25
4,201,6
4,531,11
4,187,62
4,3,50
4,5,93
5,871,78
5,340,26
5,875,85
5,568,59
5,737,7
5,915,70
5,439,35
5,404,29
5,601,37
5,606,72
5,57,77
5,590,23
5,765,92
5,329,32
5,427,6
5,338,43
5,665,50
5,181,5
5,584,22
5,373,51
5,848,52
5,244,2
5,972,17
5,707,40
5,205,58
5,792,45
5,354,83
5,268,92
5,193,30
5,275,87
5,494,61
5,70,71
5,278,31
5,115,88
5,230,82
5,461,51
5,336,76
5,64,80
5,136,85
5,728,79
5,173,66
5,247,86
5,88,32
5,611,11
5,363,89
5,357,15
5,100,33
5,102,3
5,516,96
5,384,7
5,440,72
5,962,88
5,413,3
5,741,11
5,735,61
5,997,40
5,914,29
5,762,82
5,223,46
5,15,16
5,533,10
5,690,53
5,416,27
5,669,15
5,309,70
5,293,88
5,501,75
5,414,52
5,655,78
5,784,92
5,294,53
5,422,13
5,884,46
5,577,82
5,632,9
5,250,89
5,948,83
5,365,58
5,996,81
5,238,19
5,657,93
5,878,8
5,833,17
5,4,63
5,6,22
6,880,24
6,793,15
6,677,92
6,724,48
6,765,74
6,142,81
6,485,36
6,10,17
6,913,98
6,442,79
6,899,36
6,166,47
6,988,67
6,491,64
6,879,50
6,881,100
6,299,40
6,221,96
6,110,76
6,566,57
6,157,89
6,720,18
6,809,88
6,657,63
6,581,48
6,638,46
6,200,99
6,332,40
6,271,89
6,659,100
6,309,5
6,872,84
6,143,90
6,689,22
6,883,20
6,30,26
6,684,66
6,979,88
6,906,25
6,194,40
6,182,88
6,580,81
6,511,49
6,67,47
6,454,48
6,241,87
6,706,67
6,475,40
6,43,82
6,627,95
6,516,45
6,639,56
6,215,89
6,866,45
6,26,54
6,855,75
6,449,97
6,959,83
6,440,31
6,3,75
6,832,55
6,617,89
6,786,46
6,452,45
6,308,23
6,512,70
6,247,43
6,149,63
6,723,74
6,734,1
6,624,66
6,747,25
6,87,13
6,397,85
6,719,67
6,135,67
6,98,97
6,253,87
6,960,70
6,2,87
6,106,83
6,80,20
6,407,96
6,874,40
6,74,31
6,64,38
6,122,67
6,794,17
6,155,20
6,171,96
6,962,61
6,611,50
6,558,53
6,169,30
6,564,99
6,897,96
6,873,78
6,784,19
6,392,9
6,36,18
6,5,91
6,7,28
7,550,80
7,761,7
7,233,76
7,972,79
7,174,25
7,486,62
7,851,52
7,519,3
7,318,57
7,455,59
7,798,73
7,929,22
7,987,6
7,71,25
7,574,6
7,345,83
7,735,68
7,718,76
7,248,33
7,615,3
7,125,81
7,384,14
7,862,30
7,376,78
7,954,61
7,228,29
7,976,9
7,843,41
7,592,30
7,824,27
7,493,18
7,645,100
7,301,25
7,674,28
7,223,82
7,536,96
7,364,26
7,43,97
7,218,23
7,973,94
7,89,33
7,594,19
7,678,63
7,260,28
7,483,56
7,299,95
7,620,98
7,823,69
7,948,16
7,786,17
7,419,59
7,558,7
7,264,16
7,817,23
